customer_tweet_id,response_tweet_id,created_at_customer,created_at_response,customer_text,response_text,clean_customer_text,intent_label,rule_confidence
325881,325882,2017-10-07 19:05:59+00:00,2017-10-07 20:55:00+00:00,@AppleSupport I have an Iphone 6S. I tried to download the apps with different apple id,@193636 Do you have any issues browsing the internet in Safari? Are you currently connected to Wi-Fi? Please DM us the answers here: https://t.co/GDrqU22YpT,i have an iphone 6s i tried to download the apps with different apple id,apple_id_account,1
42656,42654,2017-11-01 15:15:32+00:00,2017-11-01 15:44:30+00:00,@AppleSupport Hey Apple! Having issues with my ID and already changed my password. Trying to update my computer but says ID is disabled?,@125430 We can help! Check out this article for guidance with your Apple ID: https://t.co/HH37urdbz9,hey apple having issues with my id and already changed my password trying to update my computer but says id is disabled,apple_id_account,1
2255350,2255349,2017-11-10 22:01:36+00:00,2017-11-11 00:19:33+00:00,"@AppleSupport I’m having trouble to enable my Apple ID again, I managed to recover it but it still says “Your Apple ID has been disabled”","@656908 Hey there! We appreciate you reaching out to us about this. Shoot us a DM with the steps you've already taken, and we'll use that information to craft your next steps. https://t.co/GDrqU22YpT",i'm having trouble to enable my apple id again i managed to recover it but it still says your apple id has been disabled,apple_id_account,1
2041709,2041706,2017-11-08 03:09:00+00:00,2017-11-08 04:36:00+00:00,"@AppleSupport 

You guys have a problem with your verification process ...
Trying to update all my devices here, 6 of them and keep getting:

                   “Unable to verify update”

What is wrong ?",@179854 We'd be happy to look into this with you. Could you please send us a DM so we can gather some info and get started? https://t.co/GDrqU22YpT,you guys have a problem with your verification process trying to update all my devices here 6 of them and keep getting unable to verify update what is wrong,apple_id_account,1
324263,324262,2017-10-07 10:18:52+00:00,2017-10-07 15:13:00+00:00,@AppleSupport dont hav solution 2 recover Apple id password. I'm struggling since last 3months. Even though giving proof of device ownership,@193245 This article may help: https://t.co/0uGi5ZBDyn You can reach out with questions here: https://t.co/UJm15vmMM2,dont hav solution 2 recover apple id password i'm struggling since last 3months even though giving proof of device ownership,apple_id_account,2
1901751,1901750,2017-10-24 02:59:12+00:00,2017-10-24 03:32:28+00:00,@AppleSupport Why do I have to have a credit card for my Apple ID when I’m a minor? I can’t even download and play games without it,"@212870  Check out this article on choosing your payment option here: https://t.co/Y0YoIRcZa7 If choosing None fails, send us a DM. https://t.co/GDrqU22YpT",why do i have to have a credit card for my apple id when i'm a minor i can't even download and play games without it,apple_id_account,1
2702215,2702214,2017-11-19 20:52:09+00:00,2017-11-19 21:06:51+00:00,@AppleSupport hi I’m having issues with my Apple ID can you help me?,@759019 Let us know what kind of issues you're looking at. We're glad to help. https://t.co/GDrqU22YpT,hi i'm having issues with my apple id can you help me,apple_id_account,1
1285613,1285612,2017-10-26 18:02:10+00:00,2017-10-26 18:38:54+00:00,@AppleSupport My iphone 8 plus  is currently frozen and I can not access my apple Id or shut off my phone. What can i do?,"@420715 We appreciate you reaching out to us and are more than happy to work with you. To start, try this: https://t.co/8MvHMFZ83h",my iphone 8 plus is currently frozen and i can not access my apple id or shut off my phone what can i do,apple_id_account,1
368342,368341,2017-10-08 18:27:03+00:00,2017-10-08 20:16:28+00:00,@AppleSupport Just got an email saying my apple id was used in Singapore. How do I know it's legit &amp; not a phishing scam!,@203275 This resource will help you identify phishing scams: https://t.co/V2QRdtocGo DM us if you have any questions. https://t.co/GDrqU22YpT,just got an email saying my apple id was used in singapore how do i know it's legit and not a phishing scam,apple_id_account,1
686844,686843,2017-11-22 00:43:47+00:00,2017-11-22 00:52:26+00:00,@AppleSupport i found my ipod after years and i don’t remember my password help :((,"@283997 We're happy to hear that you found your iPod, that's awesome. We can help with your password. To confirm are you referring to the Apple ID password or the passcode? Let us know to continue.",i found my ipod after years and i don't remember my password help,apple_id_account,1
43367,43366,2017-11-01 15:12:04+00:00,2017-11-01 16:05:01+00:00,@AppleSupport Can’t change the Apple ID to @798.com Website stills shows it is not possible. I used this document: https://t.co/5tVOJEnCkg,@125614 Thanks for reaching out! Our Account Security team is best suited to help you. You can reach them here: https://t.co/UJm15vmMM2,can't change the apple id to com website stills shows it is not possible i used this document,apple_id_account,1
1170182,1170181,2017-10-24 19:00:47+00:00,2017-10-24 19:18:33+00:00,@AppleSupport i am unable to login my existing apple id in my iphone,@395235 We've responded to your DM. Please join us there.,i am unable to login my existing apple id in my iphone,apple_id_account,2
2081200,2081199,2017-10-09 22:18:26+00:00,2017-10-09 22:49:00+00:00,@115858 @AppleSupport  Your bug reporter page has a bug... it says my apple ID doesn't exist yet I am logged in on my phone with it...help?,"@555552 Are you able to sign in with your Apple ID at https://t.co/bq19gX3X68? DM us, and we'll get you to the right place to get help: https://t.co/GDrqU22YpT",your bug reporter page has a bug it says my apple id doesn't exist yet i am logged in on my phone with it help,apple_id_account,1
595783,595782,2017-12-03 18:25:41+00:00,2017-12-03 19:05:31+00:00,@AppleSupport I have an iPhone locked with iCloud and I don't know the email and password also I can reach to the person who set up the iPhone when I buy it! can you help me please ):,@261178 Thanks for reaching out.  We want to help.  You will have to have the previous owner unlock the phone.  Here is more information:  https://t.co/yFrcT36syx,i have an iphone locked with icloud and i don't know the email and password also i can reach to the person who set up the iphone when i buy it can you help me please,apple_id_account,1
992368,992366,2017-10-22 07:17:00+00:00,2017-10-22 13:53:24+00:00,@AppleSupport Please help asap to reset my password. I completely forgotten my email password wherein the verification code goes through as well. :'(,@355061 We'll get you pointed in the right direction. Our Apple ID specialists can be reached here: https://t.co/UJm15vmMM2,please help asap to reset my password i completely forgotten my email password wherein the verification code goes through as well ',apple_id_account,2
8297,8296,2017-11-05 20:19:05+00:00,2017-11-05 23:05:00+00:00,@AppleSupport Hello there i need help with the use of an administartors name and password on my imac,@117454 Hi! We're happy to help. Join us in DM with the macOS version installed on your iMac and more details about what's going on. https://t.co/GDrqU22YpT,hello there i need help with the use of an administartors name and password on my imac,apple_id_account,1
1173945,1173947,2017-10-24 20:23:58+00:00,2017-10-24 20:42:00+00:00,@AppleSupport Followed it and “recovered” my account yet my Apple ID is still disabled. What next then?,@396120 Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU2kzhr,followed it and recovered my account yet my apple id is still disabled what next then,apple_id_account,1
1220496,1220495,2017-11-25 19:09:14+00:00,2017-11-25 19:18:00+00:00,@AppleSupport new X now asking me to enter Apple ID every morning. How do I fix that?,@406357 We want to help. Let's meet up in DM to investigate this further. https://t.co/GDrqU22YpT,new x now asking me to enter apple id every morning how do i fix that,apple_id_account,1
1299008,1299007,2017-10-26 22:28:55+00:00,2017-10-26 23:08:00+00:00,"@AppleSupport So frustrating setting up an appt to come in - signed in w/ login info, can't move on w/o a 2factor authentification",@423589 We'll be glad to look into this with you. Please let us know what's going on in a DM. https://t.co/GDrqU22YpT,so frustrating setting up an appt to come in - signed in w login info can't move on w o a 2factor authentification,apple_id_account,1
2345969,2345967,2017-11-13 14:52:51+00:00,2017-11-13 16:19:34+00:00,@AppleSupport I forgot my password and I’m waiting for my new ID for over one week!!! I called many times but nothing!!! I’m very upset,@678360 Thanks for reaching out. This article will show you how to check the status of your Account Recovery request: https://t.co/nXAGZj0EE7,i forgot my password and i'm waiting for my new id for over one week i called many times but nothing i'm very upset,apple_id_account,1
2071933,2071930,2017-11-25 12:13:49+00:00,2017-11-25 14:52:38+00:00,The cancel sign in the search bar mistakenly showing when scrolling .@118936 @115858 @AppleSupport @115948 https://t.co/ABaKDiDPv5,"@612793 We've got your DM's, and we look forward to working with you there.",the cancel sign in the search bar mistakenly showing when scrolling,apple_id_account,1
1998485,1998483,2017-11-03 14:45:21+00:00,2017-11-03 19:42:46+00:00,Hi @115858 @AppleSupport - why is it taking two weeks to recover my icloud account - I am unable to use my phone at all while this happens!,@590909 We want to ensure we get you the information you need. Meet us in DM so we can work to find you a solution. https://t.co/GDrqU22YpT,hi - why is it taking two weeks to recover my icloud account - i am unable to use my phone at all while this happens,apple_id_account,1
1887236,1887235,2017-10-23 12:12:36+00:00,2017-10-23 14:19:34+00:00,"@AppleSupport `“Ammaar's iPhone” was automatically removed as a trusted device from two-step verification for your Apple ID`

Why?",@562870 Let's look into this together. Have you recently signed out of iCloud on your device? Please DM us to proceed from here. https://t.co/GDrqU22YpT,ammaar's iphone was automatically removed as a trusted device from two-step verification for your apple id why,apple_id_account,2
1550175,1550174,2017-10-27 16:33:25+00:00,2017-10-27 18:57:31+00:00,@AppleSupport please assist in resetting password. This is ridiculous,"@479794 We would be happy to help. Meet us in DM and let us know which password you are trying to reset, and we will go from there. https://t.co/GDrqU22YpT",please assist in resetting password this is ridiculous,apple_id_account,1
1428189,1428190,2017-11-12 10:57:13+00:00,2017-11-12 16:33:25+00:00,@AppleSupport @YahooCare unable to send yahoo emails from apple email. Every time error msg username &amp; password incorrect. Tried everything still doesn’t work. What’s the solution?,@131395 Thanks for reaching out. Which iOS version are you currently running? You can find that from Settings &gt; General &gt; About. Does this happen with any other mail accounts? DM us more info and we'll go from there. https://t.co/GDrqU22YpT,unable to send yahoo emails from apple email every time error msg username and password incorrect tried everything still doesn't work what's the solution,apple_id_account,1
2078964,2078963,2017-10-09 16:06:33+00:00,2017-10-09 17:42:01+00:00,Just changed my iCloud password (still logged in) and all of my notes have disappeared. Literally WTF @AppleSupport ???,@614858 We know how important it is to get all of your notes back. Let's work together in DM to see what we can do. https://t.co/GDrqU22YpT,just changed my icloud password still logged in and all of my notes have disappeared literally wtf,apple_id_account,1
2614310,2614308,2017-11-17 04:05:15+00:00,2017-11-17 13:23:03+00:00,@AppleSupport I am not a happy customer! My husband is going to return his iPhone X because no one can help Him reset his password! This is ridiculous!,@739041 This is not the experience we want for him. We'll be more than happy to look into the issue Can you provide us which password he's having an issue with? Is it with his Apple ID or lock screen? Let us know.,i am not a happy customer my husband is going to return his iphone x because no one can help him reset his password this is ridiculous,apple_id_account,1
457232,457231,2017-12-01 00:12:42+00:00,2017-12-01 00:22:00+00:00,So some random person is trying to use my email address for their apple id and now I'm 1) getting spammed with verification emails 2) can't create an apple id using that email address 3) can't login to their apple id (don't know the phone number) 4) no way to tell @AppleSupport,"@223561 We know how important it is to have access to your account, and we are going to do everything we can to help you. Please contact our Apple ID account specialists for support. 

You can reach out to them here: https://t.co/UJm15vmMM2",so some random person is trying to use my email address for their apple id and now i'm 1 getting spammed with verification emails 2 can't create an apple id using that email address 3 can't login to their apple id don't know the phone number 4 no way to tell,apple_id_account,3
1407820,1407819,2017-10-16 16:57:47+00:00,2017-10-16 17:03:27+00:00,@AppleSupport what do you have to do to get an Apple ID and iCloud password reset?! The ‘call’ never comes?! Can’t they do it in store?,@447236 We'd love to help in any way we can. Check out this link for help with this: https://t.co/pSqXVkcbWx,what do you have to do to get an apple id and icloud password reset the call' never comes can't they do it in store,apple_id_account,2
438056,438055,2017-10-10 16:49:22+00:00,2017-10-10 17:49:33+00:00,@AppleSupport Yeah so how am I to enter a verification code if my iPhone won't turn on to chat to someone??? So much for online support :(,@219072 We're happy to help out. Can you give us some details about the issue you're facing?,yeah so how am i to enter a verification code if my iphone won't turn on to chat to someone so much for online support,apple_id_account,1
2752659,2752658,2017-11-21 01:13:34+00:00,2017-11-21 01:24:00+00:00,"@AppleSupport The ""iFotgot"" site gives me this. It's useless: it doesn't work. And I did was visit the Apple ID site and try to log in, it demanded answers to nonexistent security Q's I wouldn't have ever used. https://t.co/fz7wZ7CN9g",@220903 We'd like to help. Go ahead and DM us some more details and we can work together. https://t.co/GDrqU22YpT,the ifotgot site gives me this it's useless it doesn't work and i did was visit the apple id site and try to log in it demanded answers to nonexistent security q's i wouldn't have ever used,apple_id_account,1
2966659,2966658,2017-11-29 22:28:13+00:00,2017-11-29 22:44:55+00:00,@115858 When are you going to FIX (why haven’t u already) this Admin Password SNAFU? @AppleSupport,@818435 We'd be happy to help with your Mac. Please DM us the version of macOS running here: https://t.co/GDrqU22YpT,when are you going to fix why haven't u already this admin password snafu,apple_id_account,1
54467,54466,2017-11-01 18:36:59+00:00,2017-11-01 19:03:29+00:00,@AppleSupport Also it said I need to sign in on that page it sends me to and I have until November 2 to cancel it. Does that make sense?,"@128334 We want to help you. DM us, and we'll look into this deeper. https://t.co/GDrqU22YpT",also it said i need to sign in on that page it sends me to and i have until november 2 to cancel it does that make sense,apple_id_account,1
1359131,1359130,2017-10-27 17:57:54+00:00,2017-10-27 20:14:39+00:00,@AppleSupport I'm trying to buy from Apple Store and my Apple ID won't let me sign in and my secure number won't change to my current phone,@436865 Hi there. We're here to help. Have you forgotten your password for you Apple ID?,i'm trying to buy from apple store and my apple id won't let me sign in and my secure number won't change to my current phone,apple_id_account,2
2734475,2734474,2017-11-20 19:23:44+00:00,2017-11-20 19:28:57+00:00,.@AppleSupport your 2 step security verification is totally flawed &amp; driving me insane. Even glitches &amp; logs me out when following the steps 2 turn it off. Currently locked out of everything except on my cell. 2017 u making big L's,"@766394 We'd like to help.  Send us a DM with your current location, and we'll go from there. https://t.co/GDrqU22YpT",your 2 step security verification is totally flawed and driving me insane even glitches and logs me out when following the steps 2 turn it off currently locked out of everything except on my cell u making big l's,apple_id_account,1
2029757,2029755,2017-11-07 03:12:24+00:00,2017-11-07 05:20:00+00:00,@AppleSupport hi i’m trying to to sign in with my apple id but it’s saying that it can’t connect to the server help me out,"@600225 We've checked out server status here, https://t.co/7NVrDovSd8 and everything looks good on our end. Send us a DM. https://t.co/GDrqU22YpT",hi i'm trying to to sign in with my apple id but it's saying that it can't connect to the server help me out,apple_id_account,2
2583211,2583209,2017-11-16 22:10:53+00:00,2017-11-16 23:20:00+00:00,@AppleSupport I reaaaaalllly need to make an appointment tomorrow in Germantown. I don't have my apple id handy. Anyway you can help me?,"@732049 We can help with this. Meet us in DM with details, and we'll see what we can do. https://t.co/GDrqU22YpT",i reaaaaalllly need to make an appointment tomorrow in germantown i don't have my apple id handy anyway you can help me,apple_id_account,1
2095767,2095766,2017-10-10 13:00:45+00:00,2017-10-10 15:20:28+00:00,@AppleSupport I created a calendar in iCloud and shared it with a friend. She has edit rights and the cal is also public. I now want to transfer ownership (and its contents) to her and remove it from my iCloud account. How do I do this?,@206716 We can understand wanting to be able to transfer ownership to a friend. Meet us in DM so we can take a closer look at this. https://t.co/GDrqU22YpT,i created a calendar in icloud and shared it with a friend she has edit rights and the cal is also public i now want to transfer ownership and its contents to her and remove it from my icloud account how do i do this,apple_id_account,1
11139,11138,2017-11-01 00:39:33+00:00,2017-11-01 00:46:00+00:00,@AppleSupport I get prompted for a system administrator password on a MBP MacOS but there is no system administrator account I’m aware of!! https://t.co/M1DbEkDzaS,@118106 Let's take a closer look together. Which macOS version is installed currently? Where does this screen come up on your Mac?,i get prompted for a system administrator password on a mbp macos but there is no system administrator account i'm aware of,apple_id_account,1
2633074,2633073,2017-11-17 17:56:02+00:00,2017-11-17 19:11:00+00:00,"@AppleSupport If I need to to permanently delete a Apple ID, how can I do this?","@138902 Thanks for reaching out to us today. So we can provide you with the best information, reach out to us in DM using the link below, and we'll continue from there. https://t.co/GDrqU22YpT",if i need to to permanently delete a apple id how can i do this,apple_id_account,1
2422455,2422454,2017-11-14 18:16:06+00:00,2017-11-14 18:37:05+00:00,"@AppleSupport did the update last night to my iPhone, then it reset!!  Can't remember my password (as it's always set to auto fill) and apple has old phone number and email address I don't have access to.  Need help ASAP in Canada","@695769 We want you to be able to use your iPhone after updating. In DM, please let know if you've tried the steps here to reset the password for your Apple ID: https://t.co/fJnZYmbI9N https://t.co/GDrqU22YpT",did the update last night to my iphone then it reset can't remember my password as it's always set to auto fill and apple has old phone number and email address i don't have access to need help asap in canada,apple_id_account,1
1973765,1973764,2017-11-01 06:41:06+00:00,2017-11-01 13:09:00+00:00,Thought I could change my Apple ID to an Apple address... Can you help @AppleSupport? https://t.co/sRHwC4Lvku,@584531 Happy to help! Let's make sure you are following the steps listed here: https://t.co/xuZEqdPMFW DM us if you have trouble: https://t.co/GDrqU22YpT,thought i could change my apple id to an apple address can you help,apple_id_account,1
1825412,1825411,2017-10-17 02:43:29+00:00,2017-10-17 03:04:31+00:00,@AppleSupport how can I never sign into iCloud? I try to reset my password but still nothing works,@547959 Send us a DM and let us know what is going on when you try to sign in and we'll do everything we can to help. https://t.co/GDrqU22YpT,how can i never sign into icloud i try to reset my password but still nothing works,apple_id_account,1
620217,620220,2017-11-22 17:43:59+00:00,2017-11-22 18:06:34+00:00,"@AppleSupport iPhone 6s and 11.1.2, keeps saying to enter my Apple ID password and when I do it says authentication failed","@232756 Have you tried logging into your Apple ID anywhere else? For example, can you log in here: https://t.co/ggVDoc1mU7",iphone 6s and 11 1 2 keeps saying to enter my apple id password and when i do it says authentication failed,apple_id_account,2
1217613,1217612,2017-10-25 12:05:10+00:00,2017-10-25 14:20:29+00:00,How do I change my login email for iCloud? @AppleSupport,@405714 We can help. Check out this support article for guidance on changing your Apple ID: https://t.co/xuZEqdPMFW,how do i change my login email for icloud,apple_id_account,1
1039191,1039190,2017-10-23 02:55:33+00:00,2017-10-23 03:02:00+00:00,"@AppleSupport Received an email saying my AppleID was locked. Seems fine. Looks like a scam? I changed my password, didn’t click on the link",@365860 You've come to the right place. Let's take a look together in DM. https://t.co/GDrqU22YpT,received an email saying my appleid was locked seems fine looks like a scam i changed my password didn't click on the link,apple_id_account,1
2548673,2548672,2017-10-30 12:45:02+00:00,2017-10-30 13:52:26+00:00,"@AppleSupport How can I report a fraudulent email, claiming my Apple ID info has been updated? Thanks",@724211 We've got a great article that walks you through the steps to take to report these types of emails: https://t.co/LNMCdqt6fD,how can i report a fraudulent email claiming my apple id info has been updated thanks,apple_id_account,1
2700929,2700928,2017-11-19 20:47:55+00:00,2017-11-19 20:56:00+00:00,@AppleSupport how can I delete my second Apple iCloud email account and then add it as an alias email into my primary Apple ID/iCloud account please?,@271157 We'd like to help! Check out this article for guidance: https://t.co/tewQI88gby,how can i delete my second apple icloud email account and then add it as an alias email into my primary apple id icloud account please,apple_id_account,2
260035,260033,2017-10-05 19:47:37+00:00,2017-10-05 20:46:00+00:00,@115858 must be having some major technical problems because I can't access any Apple ID info.,@177864 When did you first encounter the issue?,must be having some major technical problems because i can't access any apple id info,apple_id_account,1
1335336,1335335,2017-10-16 07:32:11+00:00,2017-10-16 13:08:29+00:00,@115858 why has the latest update removed my fingerprint password?! Can I retrieve it?,"@431508 We'd like to take a look into this for you. Please send us a DM, and we'll get started. https://t.co/GDrqU22YpT",why has the latest update removed my fingerprint password can i retrieve it,apple_id_account,1
1341759,1341757,2017-10-27 11:51:32+00:00,2017-10-27 15:50:00+00:00,@AppleSupport why can’t I remove my credit card from my Apple ID?? 🤔,@432960 We're happy to help. Are you trying to change your payment method or just remove it?,why can't i remove my credit card from my apple id,apple_id_account,1
503583,503581,2017-12-01 19:49:04+00:00,2017-12-01 20:41:00+00:00,@AppleSupport why is this coming up as I’ve reset the password twice and still can’t buy anything. I’ve logged out and into my mums account and still having trouble. https://t.co/uve9z3sScV,"@235351 For a disabled Apple ID, you'll want to follow the steps in this article: https://t.co/HH37urdbz9",why is this coming up as i've reset the password twice and still can't buy anything i've logged out and into my mums account and still having trouble,apple_id_account,1
1563968,1563967,2017-11-04 05:56:46+00:00,2017-11-04 15:13:29+00:00,@AppleSupport  I found a device was in my icloud account .How could I know more information about this device.,@482938 That's a great question! Here's a great article to help out: https://t.co/OeslnVViCx,i found a device was in my icloud account how could i know more information about this device,apple_id_account,1
2834446,2834445,2017-11-27 09:42:49+00:00,2017-11-27 14:24:00+00:00,@AppleSupport Hi.I can't sign in to facetime and imessage with my apple id on my macbook and my iphone.I need some help.please.Thank you,@789027 Thanks for reaching out. We'd be happy to help. Please join us in DM to so we continue assisting. https://t.co/GDrqU22YpT,hi i can't sign in to facetime and imessage with my apple id on my macbook and my iphone i need some help please thank you,apple_id_account,2
32379,32377,2017-11-01 06:08:42+00:00,2017-11-01 12:55:00+00:00,"Hey @115858 @AppleSupport, not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! https://t.co/GebmTtpdCc","@123174 This is expected behavior. https://t.co/tmRhWEkIq4 emails cannot be changed, but you could use an alias: https://t.co/tewQI88gby",hey not sure you tested everything when implementing the ability to switch icloud account emails,apple_id_account,1
2255264,2255263,2017-11-10 22:25:18+00:00,2017-11-11 00:27:00+00:00,"@AppleSupport Hi someone hacked my Apple ID and changed it, so the one I created is not recognized. Is there something that can be done so I don't lose all of my music?",@656886 Hey there! We're sorry to hear you're having some trouble with your Apple ID. Shoot us a DM and we'll get you pointed in the right direction. https://t.co/GDrqU22YpT,hi someone hacked my apple id and changed it so the one i created is not recognized is there something that can be done so i don't lose all of my music,apple_id_account,1
2676887,2676886,2017-10-31 13:02:46+00:00,2017-10-31 14:03:32+00:00,"@AppleSupport There is now an issue where if the dock isn't hidden, flash video will not play fullscreen and the wallpaper is visible where the dock is normally located. There's a bug where if you make an encrypted APFS volume, the password will show up in the hint textbox.","@753403 Hey, let's meet in DM so that we can gather some details. We'll work together from there. https://t.co/GDrqU22YpT",there is now an issue where if the dock isn't hidden flash video will not play fullscreen and the wallpaper is visible where the dock is normally located there's a bug where if you make an encrypted apfs volume the password will show up in the hint textbox,apple_id_account,1
1887232,1887231,2017-10-23 12:27:01+00:00,2017-10-23 14:24:05+00:00,@AppleSupport please help me in creating an apple id. The date field is not working. HELP!C https://t.co/xS8U7OxciB,"@562868 We're happy to see how we can help. To start, check out these steps: https://t.co/B5VCef8J64 Questions? DM us. https://t.co/GDrqU22YpT",please help me in creating an apple id the date field is not working help c,apple_id_account,1
1828595,1828594,2017-10-17 07:50:24+00:00,2017-10-17 13:46:36+00:00,@AppleSupport So annoying. I have a feeling it relates to two factor authentication. Why can’t I log into Apple ID on my laptop!,@427316 We'll get to the bottom of this together! What's the software version installed on your laptop? Please DM us to proceed. https://t.co/GDrqU22YpT,so annoying i have a feeling it relates to two factor authentication why can't i log into apple id on my laptop,apple_id_account,1
2093888,2116240,2017-11-08 04:26:14+00:00,2017-11-08 14:03:13+00:00,@AppleSupport Got it! Just had to sign in and out of iCloud! Whew!,@284432 Glad to hear that you were able to sort it out! We're here if you've got any other questions about your awesome new iPhone.,got it just had to sign in and out of icloud whew,apple_id_account,1
123097,123096,2017-11-17 23:29:51+00:00,2017-11-18 00:10:00+00:00,@AppleSupport Same Apple ID,"@143491 Are both the iPad and iMac running the most current updates? For the iPad, we've released iOS 11.1.2 and the iMac should be running 10.13.1 to be up-to-date. Do you also have the same iCloud accounts on these devices?",same apple id,apple_id_account,1
1550812,1550811,2017-11-03 23:27:36+00:00,2017-11-04 03:28:27+00:00,@AppleSupport Hi there! Getting “Failed to verify your identity. Try again.” when trying to login to https://t.co/RFnz9jCCMK. Help?,@479957 We'll gladly assist. Are you able to sign in at https://t.co/bq19gX3X68? DM us here: https://t.co/GDrqU22YpT,hi there getting failed to verify your identity try again when trying to login to help,apple_id_account,1
588153,588154,2017-12-03 18:49:43+00:00,2017-12-03 19:36:00+00:00,@AppleSupport I can sign in on my laptop no problem.,"@134431 When you sign in through Safari does it Auto-Fill the password, or are you entering it manually?",i can sign in on my laptop no problem,apple_id_account,1
